source,date,text,compound,positive,negative,neutral,ind
NYT,Wed Sep 05 09:15:03 +0000 2018,"In one segment, Vladimir Putin is shown picking then eating berries. ""We should gather these and go to the collecti… https://t.co/IXdUrt1Dhn",0.0,0.0,0.0,1.0,21
NYT,Wed Sep 05 08:47:03 +0000 2018,"RT @nytimesarts: “Can we do it in bed?” Cher asked, smiling slyly in her sprawling hotel suite on a sultry August night. Who would say no?…",0.5204,0.123,0.0,0.877,22
NYT,Wed Sep 05 08:30:07 +0000 2018,Labour’s left-wing leader is embroiled in a crisis largely of his own making over anti-Semitism — one that has stir… https://t.co/UwgzUzt2U8,-0.6249,0.0,0.186,0.814,23
NYT,Wed Sep 05 08:15:01 +0000 2018,A South Korea envoy was sent to help break the deadlock in the talks between the North and the U.S. over dismantlin… https://t.co/DTOfUHiVBD,0.0772,0.108,0.096,0.797,24
NYT,Wed Sep 05 08:00:10 +0000 2018,"President Trump plans to press the U.N. Security Council to be more assertive toward Iran at a session this month,… https://t.co/E3IGKEgAOu",0.34,0.112,0.0,0.888,25
NYT,Wed Sep 05 07:45:05 +0000 2018,"The threat was issued by the United States, Britain, Australia, New Zealand and Canada, the so-called Five Eyes nat… https://t.co/0Z1wSR3zpG",-0.1531,0.116,0.14,0.744,26
NYT,Wed Sep 05 07:30:05 +0000 2018,"Earlier police statements on the arrest of Richard Liu, the founder of the Chinese online retailer… https://t.co/vHRC5mBRbw",-0.34,0.0,0.13,0.87,27
NYT,Wed Sep 05 07:15:03 +0000 2018,"President Xi Jinping of China will not make his first trip to North Korea this weekend, despite speculation to the… https://t.co/uijGKzP67V",0.0,0.0,0.0,1.0,28
NYT,Wed Sep 05 07:07:03 +0000 2018,"Voting from abroad is actually quite easy, and it’s worth the effort https://t.co/7QjXXVA7wJ",0.624,0.316,0.0,0.684,29
NYT,Wed Sep 05 06:57:50 +0000 2018,Tropical Storm Gordon made landfall near the Alabama-Mississippi border late Tuesday night. A child was killed afte… https://t.co/18V2mVRwXq,-0.6705,0.0,0.22,0.78,30
NYT,Wed Sep 05 06:47:45 +0000 2018,Top-seeded Rafael Nadal needed 5 sets and nearly 5 hours to get past Dominic Thiem in the longest match of the tour… https://t.co/vjAcu599Cm,0.0,0.0,0.0,1.0,31
NYT,Wed Sep 05 06:45:05 +0000 2018,"A bridge in the Indian city of Kolkata collapsed, sending vehicles nose-diving into the wreckage, killing at least… https://t.co/1jCqFsPMCl",-0.7579,0.0,0.289,0.711,32
NYT,Wed Sep 05 06:30:12 +0000 2018,"For the first time, the Taliban have confirmed the death of Jalaluddin Haqqani, an American ally from the Cold War… https://t.co/DdCd36FqDm",-0.5994,0.0,0.163,0.837,33
NYT,Wed Sep 05 06:15:04 +0000 2018,The New Yorker Festival has become an unlikely target for questions of free speech and journalistic ethics that hav… https://t.co/kHbpLJDkcg,0.7579,0.265,0.0,0.735,34
NYT,Wed Sep 05 06:00:15 +0000 2018,"RT @karenyourish: Since Trump’s inauguration:

5 Trump campaign officials were convicted or pleaded guilty to crimes.

7 Trump cabinet offi…",-0.4215,0.0,0.141,0.859,35
NYT,Wed Sep 05 05:45:06 +0000 2018,"Here are the silliest, saddest, warmest and most thoughtful episodes of “Adventure Time,” in case you want to do a… https://t.co/5soRzYQ9vL",0.4005,0.303,0.139,0.558,36
NYT,Wed Sep 05 05:30:07 +0000 2018,“This is not the cops who grab you on the street and push your face onto the ground. This is someone with intellige… https://t.co/0T5zcYOpFi,0.0,0.0,0.0,1.0,37
NYT,Wed Sep 05 05:15:03 +0000 2018,"She told the authorities that a man who had offered her a ride had beaten her and taken her child. On Tuesday, she… https://t.co/zrjAYjbdfc",-0.4215,0.0,0.118,0.882,38
NYT,Wed Sep 05 05:02:07 +0000 2018,The White House press secretary called this book “nothing more than fabricated stories.” Here are some key takeaway… https://t.co/7wMnXxsUTs,0.0,0.0,0.0,1.0,39
NYT,Wed Sep 05 04:47:01 +0000 2018,"This time last year, Serena Williams gave birth to her daughter. She just beat No. 8 seed Karolina Pliskova to adva… https://t.co/En7KJmJiLP",-0.296,0.0,0.099,0.901,40
NYT,Wed Sep 05 04:32:02 +0000 2018,"🗣️Young Sheck Wes and he's gettin' really rich 💰 This is how a rap anthem can catch fire in 2018 — in patches, and… https://t.co/TdROwM9GLg",0.3597,0.148,0.091,0.761,41
NYT,Wed Sep 05 04:17:02 +0000 2018,RT @paulkrugman: Some measured words about what Republicans will do to people with pre-existing conditions if they keep control of Congress…,0.0,0.0,0.0,1.0,42
NYT,Wed Sep 05 04:02:04 +0000 2018,Conservationists are calling the massacre one of the most severe poaching events recorded in Africa https://t.co/NWY7P9DIJl,-0.4391,0.0,0.162,0.838,43
NYT,Wed Sep 05 03:47:04 +0000 2018,"For science, the destruction of the National Museum in Brazil means a loss of the past, and of future discovery https://t.co/PC71G7dk7v",-0.7184,0.0,0.25,0.75,44
NYT,Wed Sep 05 03:30:05 +0000 2018,"“I think Nike went into this absolutely knowing what they were doing, with the intention that some people would be… https://t.co/swQamwQS9S",0.0,0.0,0.0,1.0,45
NYT,Wed Sep 05 03:21:05 +0000 2018,"These 20 representatives have not had a primary challenger for at least a decade
https://t.co/AbOhhIWk6x",-0.0951,0.0,0.102,0.898,46
NYT,Wed Sep 05 03:15:06 +0000 2018,"Senate Democrats tore into President Trump’s Supreme Court nominee, painting Judge Brett Kavanaugh as a narrow-mind… https://t.co/ySu2dWWTxX",0.5574,0.194,0.0,0.806,47
NYT,Wed Sep 05 03:11:04 +0000 2018,"RT @TheSteinLine: Why was Don Nelson chosen to usher @SteveNash into the @Hoophall? Because Nash, as explained in this week’s @nytimes NBA…",0.0,0.0,0.0,1.0,48
NYT,Wed Sep 05 03:00:06 +0000 2018,Prosecutors decided not to file criminal charges in connection with separate sexual abuse allegations against the a… https://t.co/JzONcw0VCH,-0.546,0.115,0.262,0.623,49
NYT,Wed Sep 05 02:47:06 +0000 2018,Can you tell the difference between a real Facebook post and one designed to fool you? https://t.co/7LyEpiBxP0,-0.4404,0.0,0.162,0.838,50
NYT,Wed Sep 05 02:41:05 +0000 2018,"RT @peterbakernyt: Even for a president who has crossed all sorts of lines, his tweet calling for criminal prosecutions to be based on thei…",-0.5267,0.0,0.134,0.866,51
NYT,Wed Sep 05 02:32:07 +0000 2018,"Track the range of misconduct in President Trump's orbit: 
- Criminal charges
- Cabinet officials who misspent taxp… https://t.co/3rarCbqedg",-0.6705,0.0,0.268,0.732,52
NYT,Wed Sep 05 02:17:01 +0000 2018,A panel of federal judges that deemed North Carolina’s congressional maps to be unconstitutionally gerrymandered ru… https://t.co/sDqU7xJrv2,0.0,0.0,0.0,1.0,53
NYT,Wed Sep 05 02:02:04 +0000 2018,RT @AsteadWesley: Your friendly reminder that Ayanna Pressley will now become first minority to ever represent Massachusetts in the House..…,0.4939,0.144,0.0,0.856,54
NYT,Wed Sep 05 01:52:00 +0000 2018,See full results and maps from the Massachusetts primaries https://t.co/03HtSlhAkS,0.0,0.0,0.0,1.0,55
NYT,Wed Sep 05 01:43:00 +0000 2018,"The Times profiled Ayanna Pressley this weekend, before her primary win tonight. She promised “activist leadership”… https://t.co/fHLNICatvq",0.743,0.296,0.0,0.704,56
NYT,Wed Sep 05 01:34:34 +0000 2018,"Breaking News: In a major primary upset, Ayanna Pressley won her insurgent House bid in Massachusetts after the Dem… https://t.co/K6ocIzx4aU",0.2732,0.159,0.112,0.73,57
NYT,Wed Sep 05 01:22:03 +0000 2018,"RT @PamelaPaulNYT: ""Brennan-Jobs is a deeply gifted writer."" The New York Times Book Review on Lisa Brennan-Jobs's stunning new memoir, SMA…",0.3818,0.12,0.0,0.88,58
NYT,Wed Sep 05 01:12:05 +0000 2018,Massachusetts primary election live results https://t.co/WJPkWapDPE,0.0,0.0,0.0,1.0,59
NYT,Wed Sep 05 01:02:02 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/LzP8EnyN36,0.0,0.0,0.0,1.0,60
NYT,Wed Sep 05 00:47:04 +0000 2018,"In Opinion

In an op-ed video, Disneyland employees explain why they love working at the amusement park and resort… https://t.co/GWxBL9IlAd",0.7717,0.271,0.0,0.729,61
NYT,Wed Sep 05 00:31:03 +0000 2018,"RT @nytclimate: “At 10:51 p.m. the heat index was 95 — that’s pretty incredible. That’s a hot heat index in the middle of the summer, in th…",0.4939,0.118,0.0,0.882,62
NYT,Wed Sep 05 00:13:45 +0000 2018,First election results are coming in from the Massachusetts primary. Follow the vote here. https://t.co/WZbhfmaxMW,0.0,0.0,0.0,1.0,63
NYT,Wed Sep 05 00:02:01 +0000 2018,Amazon has a plan to reach 500 million potential users in India: speak to them in Hindi https://t.co/lv7pL1PkSj,0.2023,0.157,0.0,0.843,64
NYT,Tue Sep 04 23:47:03 +0000 2018,"RT @nytimesbusiness: When Nike announced that Colin Kaepernick would be part of a major advertising campaign, some people cheered. Others b…",0.5106,0.148,0.0,0.852,65
NYT,Tue Sep 04 23:40:00 +0000 2018,"In the latest Diary of a Song, the artists Sheck Wes, 16yrold and Take A Daytrip show us how their hit “Mo Bamba” w… https://t.co/bkLxufvhWa",0.0,0.0,0.0,1.0,66
NYT,Tue Sep 04 23:32:04 +0000 2018,"The river that has nourished them for thousands of years is struggling. At the same time, the opioid crisis is grip… https://t.co/qm3kuM9nOk",-0.7845,0.0,0.257,0.743,67
NYT,Tue Sep 04 23:17:03 +0000 2018,"RT @nytvideo: ""You're out of order."" Judge Brett Kavanaugh’s first day of confirmation hearings got off to a chaotic start. Here’s a quick…",-0.4939,0.0,0.138,0.862,68
NYT,Tue Sep 04 23:02:06 +0000 2018,The special counsel will accept written answers from President Trump on questions about whether his campaign conspi… https://t.co/zGyj4agJDg,0.6486,0.249,0.0,0.751,69
NYT,Tue Sep 04 22:47:02 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/BA5buXMbWx,0.0,0.0,0.0,1.0,70
NYT,Tue Sep 04 22:32:03 +0000 2018,"No matter how old or out of shape you are, you can restore much of the strength you already lost https://t.co/PU8q6dCsTX",0.25,0.241,0.167,0.593,71
NYT,Tue Sep 04 22:17:01 +0000 2018,RT @nytmike: The tone of the letter and the fact that it did not ask for responses on obstruction prompted some Trump allies to conclude th…,0.0,0.0,0.0,1.0,72
NYT,Tue Sep 04 22:03:04 +0000 2018,"The best TV shows and movies new to Netflix, Amazon and more in September https://t.co/pHGlAMYDde",0.7096,0.312,0.0,0.688,73
NYT,Tue Sep 04 21:47:03 +0000 2018,"""You have fights, people jumping off the boat. It’s a drinking crowd, and when someone dares his friend to jump off… https://t.co/TAB1L789dn",0.128,0.129,0.108,0.763,74
NYT,Tue Sep 04 21:38:05 +0000 2018,President Trump so alarmed defense secretary Jim Mattis during a discussion of the nuclear standoff with North Kore… https://t.co/6m5nPjf6It,-0.3265,0.085,0.149,0.766,75
NYT,Tue Sep 04 21:26:06 +0000 2018,"Colin Kaepernick has become one of the most influential athletes in the current sports landscape, all while rarely… https://t.co/OqiapL29VM",0.4927,0.151,0.0,0.849,76
NYT,Tue Sep 04 21:11:04 +0000 2018,Judge Brett Kavanaugh’s opening statement: full prepared remarks https://t.co/zw2UGND9Wq,0.2263,0.192,0.0,0.808,77
NYT,Tue Sep 04 20:58:05 +0000 2018,RT @carlzimmer: Scientists are building bacteria to act as living medicine. Here’s my story on some recent advances in the field for @nytim…,0.0,0.0,0.0,1.0,78
NYT,Tue Sep 04 20:49:20 +0000 2018,"RT @adamliptak: Sounds familiar, from Judge Kavanaugh: 
""A good judge must be an umpire—a neutral and impartial arbiter who favors no litig…",0.4019,0.188,0.084,0.728,79
NYT,Tue Sep 04 20:44:59 +0000 2018,Judge Brett Kavanaugh has begun his opening statement. Follow along for live updates. https://t.co/nPR3LiQqNh,0.0,0.0,0.0,1.0,80
NYT,Tue Sep 04 20:38:06 +0000 2018,"RT @nytimesbooks: ""Small Fry"" will force readers to grapple with whether Jobs was not merely unmenschlike but a monster https://t.co/tLhY4O…",0.0,0.0,0.0,1.0,81
NYT,Tue Sep 04 20:28:04 +0000 2018,"🎵💰💖 Young Sheck Wes and I’m gettin’ really rich, ching-ching. 
See how I caught it ‘cause I’m really with the ping… https://t.co/k3jTzzGovy",0.5984,0.163,0.0,0.837,82
NYT,Tue Sep 04 20:18:03 +0000 2018,It is one of the last major Democratic congressional rivalries before the November elections. Here's what to look f… https://t.co/G1unQotdPx,0.0,0.0,0.0,1.0,83
NYT,Tue Sep 04 20:08:03 +0000 2018,"Cher hasn't seen ""Mamma Mia! Here We Go Again."" But she doesn't remember ""doing anything memorable"" in it except si… https://t.co/Afq8X53mxf",0.2914,0.098,0.0,0.902,84
NYT,Tue Sep 04 19:58:06 +0000 2018,"Syrian and Russian warplanes carried out dozens of airstrikes on Tuesday, apparently ignoring a warning from Presid… https://t.co/xkV0HKkHZP",-0.6249,0.0,0.254,0.746,85
NYT,Tue Sep 04 19:48:02 +0000 2018,"RT @NYTSports: In Roger Federer’s view, his performance had nothing to do with age and everything to do with the draining, still conditions…",0.0,0.0,0.0,1.0,86
NYT,Tue Sep 04 19:38:03 +0000 2018,"Worried about Trump's judgment, Gary Cohn took a letter from Trump's desk authorizing the withdrawal of the U.S. fr… https://t.co/ifCBJebNZi",-0.2732,0.054,0.108,0.837,87
NYT,Tue Sep 04 19:28:05 +0000 2018,"There, sitting on a shelf in a Florida thrift store, was a baseball glove that belonged to their son 40 years ago i… https://t.co/LczB4aW2WT",0.0,0.0,0.0,1.0,88
NYT,Tue Sep 04 19:18:05 +0000 2018,How Facebook became a key weapon in Libya's street battles https://t.co/ZgJEAcnrtb,-0.5859,0.0,0.375,0.625,89
NYT,Tue Sep 04 19:08:02 +0000 2018,"RT @nytgraphics: Judge Kavanaugh’s confirmation would most likely shift the Supreme Court to the right, but President Trump's impact on the…",0.3182,0.103,0.0,0.897,90
NYT,Tue Sep 04 18:58:03 +0000 2018,"RT @MWilsonNYT: Last year, I wrote about the death of a high school teacher in the Bronx who overdosed in a faculty restroom just after the…",-0.5994,0.0,0.151,0.849,91
NYT,Tue Sep 04 18:48:02 +0000 2018,Amazon has a plan to reach 500 million potential users in India: speak their language https://t.co/a5BjlN1NPI,0.2023,0.177,0.0,0.823,92
NYT,Tue Sep 04 18:38:02 +0000 2018,"The cost of security for Scott Pruitt, the former EPA chief, more than doubled in his first 11 months on the job, a… https://t.co/2kAhLGO30x",0.34,0.094,0.0,0.906,93
NYT,Tue Sep 04 18:28:06 +0000 2018,"She and a friend spent 3 days exploring Las Vegas's pool culture. In that time, they would ""pay handsomely for the… https://t.co/X6YjHXK1g7",0.6908,0.249,0.057,0.694,94
NYT,Tue Sep 04 18:18:06 +0000 2018,RT @nytvideo: Confirmation hearings for Supreme Court nominees weren't always public – then a former member of the Ku Klux Klan was confirm…,0.5574,0.153,0.0,0.847,95
NYT,Tue Sep 04 18:08:04 +0000 2018,"On Tuesday morning, Tropical Storm Gordon was approaching the Gulf Coast and expected to intensify into a hurricane… https://t.co/4edpID43Ja",0.0,0.0,0.0,1.0,96
NYT,Tue Sep 04 17:59:37 +0000 2018,RT @charlie_savage: Senator @amyklobuchar says Kavanaugh wrote that a president can disregard a law passed by Congress if he deemed it unco…,-0.2732,0.0,0.1,0.9,97
NYT,Tue Sep 04 17:58:04 +0000 2018,"RT @UpshotNYT: Public health needs to do a better job at trumpeting its success. Too often, it seems to be the unsung hero. https://t.co/Pf…",0.8807,0.338,0.0,0.662,98
NYT,Tue Sep 04 17:46:26 +0000 2018,"In Opinion

The editorial board endorses Gov. Andrew Cuomo over Cynthia Nixon in next week's primary, saying when C… https://t.co/l9MYflpao1",0.34,0.112,0.0,0.888,99
